"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"ENSG00000227232.6",78.0431218511769,-1.21309999693278,0.608562457517901,-1.99338618731192,0.0462191752137774,0.133892188766105
"ENSG00000268903.1",10.7736694740076,-0.620357512275367,0.535354453393059,-1.15877902638815,0.24654626876793,0.44457979431597
"ENSG00000269981.1",9.14960070123688,-0.532656208949166,0.65138161734659,-0.81773294604006,0.413509693680485,0.621626078172876
"ENSG00000279457.4",100.280944447946,0.319990073722008,0.287081121124137,1.11463293883279,0.2650077491712,0.466443943507864
"ENSG00000292994.1",9.06312582077363,0.631341019757684,0.730362970123094,0.864420905199066,0.387356712912942,0.598822197709513
"ENSG00000290385.1",7.35900921070508,-2.26459810334219,0.854187416792903,-2.65117239943052,0.00802128862185502,0.0333064624831858
"ENSG00000293331.1",76.8358295153614,0.291652921153363,0.393869761883858,0.740480609017567,0.459008422941448,0.661254635815174
"ENSG00000225972.1",5.39627286312106,0.938341743008952,0.969184663386132,0.968176425461149,0.332956266423731,0.544090120238956
"ENSG00000225630.1",1539.7974354374,0.158832666183657,0.191403099068752,0.829833304457648,0.40663303799595,0.615517973604458
"ENSG00000237973.1",237.924184542657,-0.400035319984651,0.334702244548377,-1.19519760175027,0.232009835345204,0.427201724189642
"ENSG00000278791.1",8.7260902532411,-0.939550531696251,0.824842231241534,-1.13906695863773,0.254675227444982,0.454438485508494
"ENSG00000229344.1",13.3213223928629,-0.658059084911906,0.511880193508087,-1.28557247039001,0.198592309638552,0.3844497336757
"ENSG00000248527.1",9143.25323389412,-0.479992544503272,0.186073534725096,-2.57958524414775,0.00989190412167338,0.0395695640953018
"ENSG00000198744.5",20.1741821883375,-0.424186658436928,0.572227116931427,-0.741290732098877,0.458517179881889,0.661015649163439
"ENSG00000291215.1",55.701496564404,0.784281644025266,0.447583624765146,1.75225723335341,0.0797295862476862,0.201100683276752
"ENSG00000237491.10",14.7363189456438,-0.838690915944505,0.500692667878805,-1.67506130956069,0.0939222031402879,0.22687164441817
"ENSG00000225880.6",16.4650224611928,1.71170788914385,0.806075931093094,2.12350700860483,0.0337113888223601,0.105258073874887
"ENSG00000228794.12",318.941024590478,0.467553463794501,0.227964569289637,2.05099180654015,0.0402677446656084,0.120666632503122
"ENSG00000272438.1",52.0798558239421,-0.287334597235387,0.981035712924984,-0.292889028859807,0.769606975017888,0.898626719048186
"ENSG00000223764.2",189.773375238257,-2.2162801631887,0.977254725058091,-2.26786333835015,0.0233375374789339,0.0788670573784931
"ENSG00000187634.13",706.483689413993,-0.124816685894451,0.414367365144173,-0.3012222882249,0.763244995098076,0.89350899253285
"ENSG00000188976.11",3068.99640928616,-0.0185006994882866,0.278044368702153,-0.0665386591882569,0.946948980309427,1
"ENSG00000187961.15",302.995174926828,0.0494004035955161,0.405179980481972,0.121922123439448,0.902960694365746,0.97478493238198
"ENSG00000187583.11",64.9681524873831,-0.188622715980948,0.263273669744356,-0.716451121618444,0.473712838324262,0.674168095841554
"ENSG00000187642.10",13.9084195208194,-0.0503999869981993,0.56855903002361,-0.0886451262520735,0.929363943662481,0.991643676455576
"ENSG00000272512.1",43.9272070789351,-2.32090855703953,0.730212139770257,-3.17840313880531,0.00148088688821867,0.00823629315848308
"ENSG00000188290.11",423.890487984353,-0.0149826677975834,0.485805412883686,-0.0308408827901854,0.975396436163169,1
"ENSG00000187608.10",60.2594496548375,-0.431847756646787,0.285855413458873,-1.51072093203132,0.130859567014616,0.287768153247382
"ENSG00000188157.15",4594.71466683427,-0.697256477413026,0.45194279742493,-1.54279807397272,0.122879776950802,0.275071444282662
"ENSG00000291156.1",38.2940450296034,0.333859768191108,0.347672254316529,0.960271531725838,0.336918573900797,0.548227988622657
"ENSG00000273443.1",16.7044960462712,0.354278844516334,0.616444620707361,0.574713173925997,0.565485296306933,0.752535846274184
"ENSG00000217801.13",7.48749905306888,-0.272397498988639,0.821700168598412,-0.33150473785745,0.740263262831654,0.878751741567352
"ENSG00000237330.3",91.7274495490995,-0.0311112379878188,0.224774039505426,-0.138411170864186,0.889915468918668,0.966453526941446
"ENSG00000131591.18",345.306376468046,0.015038330510516,0.386603823952326,0.0388985560380034,0.968971267814025,1
