"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"ENSG00000227232.6",78.0431218511769,-1.5587580259625,0.624077411572919,-2.49769979982743,0.012500200076965,0.0949551899015089
"ENSG00000268903.1",10.7736694740076,0.720638115600883,0.5135668131646,1.4032022652716,0.16055653229849,0.520282992541959
"ENSG00000269981.1",9.14960070123688,0.577244495468918,0.63713857259671,0.905995210926112,0.364938387278625,0.765692474633906
"ENSG00000279457.4",100.280944447946,-0.414408719843278,0.312291979966468,-1.32699123393363,0.184511582454854,0.559665500757214
"ENSG00000292994.1",9.06312582077363,0.540593650100337,0.751875715681461,0.71899336396358,0.472145008457799,0.84517068678662
"ENSG00000290385.1",7.35900921070508,-0.370441438441375,0.739473069537169,-0.500953251310736,0.616404024018555,0.911590762164467
"ENSG00000293331.1",76.8358295153614,0.212560874815447,0.398603589226156,0.533263825416399,0.593850965069882,0.905009112724683
"ENSG00000225972.1",5.39627286312106,0.547640245520387,1.02989531381276,0.531743603622175,0.594903587619875,0.905259826699191
"ENSG00000225630.1",1539.7974354374,0.231520347160659,0.191882161174245,1.20657566989992,0.227595601289878,0.622489452218139
"ENSG00000237973.1",237.924184542657,0.533666818264222,0.332287963015758,1.606037165538,0.108265744253753,0.419395458131042
"ENSG00000278791.1",8.7260902532411,-0.236038360360773,0.818924801974997,-0.288229590545458,0.773170999469731,0.971050750610678
"ENSG00000229344.1",13.3213223928629,0.323980974377916,0.50099773575503,0.646671534133101,0.517844550034688,0.87197603069458
"ENSG00000248527.1",9143.25323389412,0.555908322811012,0.185997128908915,2.98880055876156,0.0028007488480794,0.0292565550559525
"ENSG00000198744.5",20.1741821883375,0.807144037192403,0.55831731862775,1.44567257769511,0.148269059287223,0.499929787806355
"ENSG00000291215.1",55.701496564404,-0.684929547976501,0.490621402168616,-1.39604498488858,0.162700949087694,0.523996817235904
"ENSG00000237491.10",14.7363189456438,-0.768483862490506,0.525157279266887,-1.46334039882928,0.143374258566009,0.490480119846419
"ENSG00000225880.6",16.4650224611928,-0.764941571542095,0.892553848283562,-0.857025683114948,0.391430690798616,0.788025673261274
"ENSG00000228794.12",318.941024590478,-0.564270204791134,0.233705471374948,-2.41445012592726,0.0157589802872873,0.113561352259821
"ENSG00000272438.1",52.0798558239421,0.266063959157871,0.981618374854233,0.271046229342825,0.786355476696885,0.975563860646135
"ENSG00000223764.2",189.773375238257,-1.56821065435894,0.965827180728213,-1.62369695702346,0.10444050079541,0.411394870376976
"ENSG00000187634.13",706.483689413993,-0.762139435967193,0.420062496443775,-1.81434772782484,0.0696242079114563,0.318678530709322
"ENSG00000188976.11",3068.99640928616,-0.674376483660119,0.278436335201159,-2.422013215958,0.0154347892011083,0.111880814233415
"ENSG00000187961.15",302.995174926828,-0.694799949607876,0.411096680050775,-1.69011325881313,0.0910062887663132,0.379056877198601
"ENSG00000187583.11",64.9681524873831,-0.00136943858722927,0.267541481747795,-0.00511860283602753,0.99591596365795,1
"ENSG00000187642.10",13.9084195208194,0.843078117212589,0.562181902404885,1.49965360607678,0.133704154067119,0.473021719541906
"ENSG00000272512.1",43.9272070789351,-1.01008828320491,0.718847773601451,-1.40514907369656,0.159976954009598,0.51930407198302
"ENSG00000188290.11",423.890487984353,-0.418005634256494,0.488756499152861,-0.855243122047488,0.392416568158593,0.788946754890883
"ENSG00000187608.10",60.2594496548375,-0.616196489840891,0.294089543940455,-2.09526826960449,0.0361471514610195,0.20748385537963
"ENSG00000188157.15",4594.71466683427,-0.602455291964179,0.451983369193753,-1.33291473320985,0.182559787048332,0.556714235349891
"ENSG00000291156.1",38.2940450296034,-0.705760154908942,0.369076943130457,-1.91223041169352,0.055846646998775,0.276356240159682
"ENSG00000273443.1",16.7044960462712,-0.914261156375758,0.647243160625298,-1.41254664706305,0.157789065847339,0.515457395678769
"ENSG00000217801.13",7.48749905306888,-1.23754976837196,0.872584812088939,-1.41825728711609,0.156115662044756,0.512870023397075
"ENSG00000237330.3",91.7274495490995,-0.191807252898154,0.229358764665119,-0.836276098618717,0.402999596127552,0.796587231188206
"ENSG00000131591.18",345.306376468046,-1.33765699821033,0.390056958508761,-3.42938888547039,0.000604942074331404,0.00828180357819122
"ENSG00000285812.1",5.0435928195208,-1.41856450377052,1.2041252918671,-1.17808712544432,0.238761874130602,0.633731799679104
"ENSG00000272141.1",21.1419534752579,-2.26891418947222,0.480330822002849,-4.72364896346119,2.31650136132956e-06,6.39715468409437e-05
"ENSG00000078808.20",2190.3992131371,-0.810971282398421,0.161396664790488,-5.02470905115146,5.04196320559965e-07,1.59736672764506e-05
"ENSG00000176022.7",571.055274845043,-1.02415290228796,0.127878043314167,-8.00882525056979,1.15809327230901e-15,1.28094919881586e-13
"ENSG00000184163.3",6.2855414814813,-0.981923094129659,1.00091989168929,-0.981020661376234,0.32658255280161,0.731669517341942
"ENSG00000160087.21",1359.96471882513,-1.04364485803608,0.25445070614347,-4.1015600776035,4.10373925370299e-05,0.000806284484009972
