"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"ENSG00000227232.6",78.0431218511769,0.320911488365243,0.61723515040125,0.519917713948446,0.60312092846664,0.77213809845031
"ENSG00000268903.1",10.7736694740076,0.618760597367899,0.534635013061643,1.1573514308846,0.247128808842947,0.423600176193982
"ENSG00000269981.1",9.14960070123688,0.405915116976392,0.65440729946596,0.620279017834377,0.535074106436658,0.713392096079529
"ENSG00000279457.4",100.280944447946,-0.279807924945546,0.285777623506554,-0.979110685827119,0.327525292301676,0.517707660667176
"ENSG00000292994.1",9.06312582077363,-1.43338927250933,0.786979406758266,-1.82138091568845,0.0685489741183538,0.163511673202212
"ENSG00000290385.1",7.35900921070508,0.910002971677252,0.931891159599567,0.976512076869879,0.328810766108525,0.519128939669668
"ENSG00000293331.1",76.8358295153614,0.431001029327206,0.387802029734408,1.11139446490877,0.266398593799932,0.44688353421502
"ENSG00000225972.1",5.39627286312106,-1.22103073579816,1.00580641339934,-1.21398185528706,0.224754653054366,0.396096444284396
"ENSG00000225630.1",1539.7974354374,-0.582896955062211,0.191961298305305,-3.03653371907884,0.00239315340238523,0.0106353894296053
"ENSG00000237973.1",237.924184542657,1.24229332729714,0.329497836187971,3.77026247476917,0.000163075946038811,0.00101521818104269
"ENSG00000278791.1",8.7260902532411,0.843601780369193,0.827093921857536,1.01995886812296,0.307747968519266,0.495872725333292
"ENSG00000229344.1",13.3213223928629,0.354586734387073,0.520037203158502,0.68184878357443,0.495334573568054,0.679147980615214
"ENSG00000248527.1",9143.25323389412,0.272444858056777,0.186104477830281,1.4639349962618,0.143211710198791,0.285743873957152
"ENSG00000198744.5",20.1741821883375,0.918494187823981,0.560159784227743,1.63970033852082,0.101067488531037,0.218990033969872
"ENSG00000291215.1",55.701496564404,-2.03488933378425,0.492367747736557,-4.13286480103287,3.58269488712783e-05,0.000261966549896493
"ENSG00000237491.10",14.7363189456438,-0.38602619118383,0.559146029635559,-0.690385285281262,0.48995192777918,0.673933744586377
"ENSG00000225880.6",16.4650224611928,-2.0962068754139,0.822023929361843,-2.550055783706,0.0107705683870444,0.0376456666328645
"ENSG00000228794.12",318.941024590478,-0.878798195154359,0.229583705458541,-3.82778992698615,0.000129299037241709,0.000825846738019531
"ENSG00000272438.1",52.0798558239421,0.0287008040063736,0.992515076918576,0.0289172473787299,0.976930589954841,1
"ENSG00000223764.2",189.773375238257,-1.34285003889114,1.47561437668039,-0.910027755294767,0.362807872489776,0.556085350265809
"ENSG00000187634.13",706.483689413993,0.302851779341755,0.41353810223601,0.732343108662124,0.463959173647182,0.650944062086868
"ENSG00000188976.11",3068.99640928616,0.0451286880075696,0.27802267485029,0.162320170582743,0.871053731485541,0.955371367088417
"ENSG00000187961.15",302.995174926828,-0.79133423032092,0.408815943143848,-1.93567360469227,0.0529076892251428,0.134040381764452
"ENSG00000187583.11",64.9681524873831,1.03740818277109,0.255067480913363,4.06719107844036,4.75832253813753e-05,0.000336853141414714
"ENSG00000187642.10",13.9084195208194,0.520363221598151,0.555999045491813,0.935906681526512,0.349321236765291,0.541344898158571
"ENSG00000272512.1",43.9272070789351,-0.845647158589557,0.788392823378834,-1.07262158344535,0.283440936756372,0.467468888098833
"ENSG00000188290.11",423.890487984353,-0.960336546715847,0.489700918640899,-1.96106748049633,0.0498711516174376,0.127999561026708
"ENSG00000187608.10",60.2594496548375,-0.776736261046318,0.301495629737201,-2.5762770151042,0.00998705987524742,0.0353803570059392
"ENSG00000188157.15",4594.71466683427,-0.345629666147459,0.452034813691485,-0.764608511731471,0.44450469914689,0.634854870237463
"ENSG00000291156.1",38.2940450296034,-1.72466279130675,0.376427730978362,-4.58165711337002,4.61305831780581e-06,4.09320815508194e-05
"ENSG00000273443.1",16.7044960462712,-2.31550862429335,0.67547156077542,-3.42798832512685,0.000608071609331726,0.00326360384931443
"ENSG00000217801.13",7.48749905306888,-1.19706129323965,0.875141597910015,-1.36784869568357,0.171359441568307,0.325749670454256
"ENSG00000237330.3",91.7274495490995,-1.68095893989764,0.245256555282431,-6.8538797585324,7.18735010849024e-12,1.57331470175904e-10
"ENSG00000131591.18",345.306376468046,-1.5968100432019,0.389960279254313,-4.09480177379948,4.22529739335643e-05,0.000303018325928357
"ENSG00000285812.1",5.0435928195208,-1.60378936727623,1.16764600277946,-1.37352362227813,0.16958962274479,0.323503153889939
"ENSG00000272141.1",21.1419534752579,-2.476839763644,0.506656461024825,-4.88859800314012,1.01556636946477e-06,1.03110320318898e-05
"ENSG00000078808.20",2190.3992131371,-0.81718824645289,0.161206121258558,-5.06921350177642,3.9946293819219e-07,4.40674022317031e-06
"ENSG00000176022.7",571.055274845043,-1.01255407417399,0.124762302045797,-8.11586559057163,4.82334315303068e-16,1.66940378500176e-14
"ENSG00000184163.3",6.2855414814813,-1.40843196272014,1.10052393899289,-1.27978312221816,0.200621421297596,0.365048818283048
"ENSG00000160087.21",1359.96471882513,-1.61050735009837,0.253006570420493,-6.36547638830772,1.94684523476186e-10,3.58264081273738e-09
"ENSG00000230415.1",9.36027202523926,0.840894289214017,0.874395048878924,0.961686928914044,0.336206890201973,0.527183096285047
"ENSG00000162572.21",82.6588495313862,1.22495999497864,0.341506305666819,3.5869322898352,0.000334591161056662,0.00193130866471355
"ENSG00000131584.19",613.052524324347,0.782963734676949,0.434505148987034,1.80196652790486,0.0715506719722407,0.169032297161226
"ENSG00000169972.13",500.431835024738,0.102524514602927,0.874067638017193,0.117295859203187,0.906625606258743,0.979062302919226
"ENSG00000127054.22",2024.04789889188,0.206399941161683,0.183608263076637,1.12413209352965,0.260956992057801,0.440263571864121
"ENSG00000240731.1",35.4948269998194,0.201067732118254,0.739193382272259,0.272009648544441,0.785614600507259,0.900718323013291
"ENSG00000224051.7",601.503975040774,-0.317869036628689,0.229335858307313,-1.38604158536229,0.165734205673395,0.317976649192578
"ENSG00000169962.5",13.6109625426045,0.561943544907058,0.648971325956989,0.865898880938079,0.386545616855094,0.579755921322496
"ENSG00000107404.21",1282.5370922463,0.417845729298681,0.335811940197023,1.24428490855188,0.213394723316286,0.381381267925703
"ENSG00000162576.17",125.836375917813,0.542729191732161,0.530003796618754,1.02401000746521,0.305830548115768,0.493911929614808
"ENSG00000175756.14",1131.20470297555,0.84795334927266,0.375702057295829,2.25698351341467,0.0240091049648225,0.0718554530121136
"ENSG00000221978.13",1247.04666054754,0.340525438633294,0.272330892407716,1.25041061490549,0.211149588951813,0.378209421389569
"ENSG00000224870.9",407.871271213189,-0.00923976006913975,0.125199837682321,-0.0738000962316299,0.941169450454032,1
